"Time","Temperature_C"
12/02/2022 17:,21.13
12/02/2022 18:,20.96
12/02/2022 19:,20.74
12/02/2022 20:,20.6
12/02/2022 21:,20.48
12/02/2022 22:,20.47
12/02/2022 23:,20.47
13/02/2022 00:,20.47
13/02/2022 01:,20.46
13/02/2022 02:,20.39
13/02/2022 03:,20.36
13/02/2022 04:,20.35
13/02/2022 05:,20.35
13/02/2022 06:,20.38
13/02/2022 07:,20.35
13/02/2022 08:,20.46
13/02/2022 09:,20.48
13/02/2022 10:,20.49
13/02/2022 11:,20.6
13/02/2022 12:,20.72
13/02/2022 13:,20.84
13/02/2022 14:,20.84
13/02/2022 15:,20.8311111111111
13/02/2022 16:,20.8222222222222
13/02/2022 17:,20.8275
13/02/2022 18:,20.7475
13/02/2022 19:,20.72
13/02/2022 20:,20.72
13/02/2022 21:,20.7125
13/02/2022 22:,20.71
13/02/2022 23:,20.71
14/02/2022 00:,20.71
14/02/2022 01:,20.635
14/02/2022 02:,20.6025
14/02/2022 03:,20.6
14/02/2022 04:,20.5925
14/02/2022 05:,20.59
14/02/2022 06:,20.59
14/02/2022 07:,20.59
14/02/2022 08:,20.5975
14/02/2022 09:,20.69
14/02/2022 10:,20.72
14/02/2022 11:,20.8025
14/02/2022 12:,20.92
14/02/2022 13:,21.0475
14/02/2022 14:,21.155
14/02/2022 15:,21.12
14/02/2022 16:,21.085
14/02/2022 17:,20.99
14/02/2022 18:,20.9525
14/02/2022 19:,20.8675
14/02/2022 20:,20.8325
14/02/2022 21:,20.7475
14/02/2022 22:,20.7125
14/02/2022 23:,20.6575
15/02/2022 00:,20.61
15/02/2022 01:,20.6
15/02/2022 02:,20.6
15/02/2022 03:,20.5925
15/02/2022 04:,20.59
15/02/2022 05:,20.515
15/02/2022 06:,20.46
15/02/2022 07:,20.3825
15/02/2022 08:,20.3525
15/02/2022 09:,20.3575
15/02/2022 10:,20.54
15/02/2022 11:,20.8625
15/02/2022 12:,21.13
15/02/2022 13:,21.3475
15/02/2022 14:,21.43
15/02/2022 15:,21.53
15/02/2022 16:,21.47
15/02/2022 17:,21.35
15/02/2022 18:,21.23
15/02/2022 19:,21.11
15/02/2022 20:,20.99
15/02/2022 21:,20.87
15/02/2022 22:,20.8325
15/02/2022 23:,20.7475
16/02/2022 00:,20.6525
16/02/2022 01:,20.6
16/02/2022 02:,20.59
16/02/2022 03:,20.59
16/02/2022 04:,20.59
16/02/2022 05:,20.5225
16/02/2022 06:,20.4775
16/02/2022 07:,20.47
16/02/2022 08:,20.4775
16/02/2022 09:,20.525
16/02/2022 10:,20.675
16/02/2022 11:,20.9
16/02/2022 12:,21.0575
16/02/2022 13:,21.2625
16/02/2022 14:,21.35
16/02/2022 15:,21.4275
16/02/2022 16:,21.3525
16/02/2022 17:,21.23
16/02/2022 18:,21.11
16/02/2022 19:,20.99
16/02/2022 20:,20.8775
16/02/2022 21:,20.8425
16/02/2022 22:,20.75
16/02/2022 23:,20.66
17/02/2022 00:,20.6025
17/02/2022 01:,20.545
17/02/2022 02:,20.485
17/02/2022 03:,20.47
17/02/2022 04:,20.44
17/02/2022 05:,20.3775
17/02/2022 06:,20.3525
17/02/2022 07:,20.35
17/02/2022 08:,20.35
17/02/2022 09:,20.44
17/02/2022 10:,20.575
17/02/2022 11:,20.7825
17/02/2022 12:,21.0125
17/02/2022 13:,21.115
17/02/2022 14:,21.1825
17/02/2022 15:,21.215
17/02/2022 16:,21.205
17/02/2022 17:,21.2
17/02/2022 18:,21.1325
17/02/2022 19:,21.0875
17/02/2022 20:,21.08
17/02/2022 21:,21.08
17/02/2022 22:,20.9975
17/02/2022 23:,20.9625
18/02/2022 00:,20.96
18/02/2022 01:,20.8775
18/02/2022 02:,20.8425
18/02/2022 03:,20.84
18/02/2022 04:,20.84
18/02/2022 05:,20.8325
18/02/2022 06:,20.8375
18/02/2022 07:,20.8025
18/02/2022 08:,20.7975
18/02/2022 09:,20.83
18/02/2022 10:,20.93
18/02/2022 11:,21.05
18/02/2022 12:,21.17
18/02/2022 13:,21.29
18/02/2022 14:,21.41
18/02/2022 15:,21.44
18/02/2022 16:,21.44
18/02/2022 17:,21.35
18/02/2022 18:,21.32
18/02/2022 19:,21.23
18/02/2022 20:,21.2
18/02/2022 21:,21.1175
18/02/2022 22:,21.0825
18/02/2022 23:,21.08
19/02/2022 00:,21.0725
19/02/2022 01:,21.01
19/02/2022 02:,20.9675
19/02/2022 03:,20.96
19/02/2022 04:,20.96
19/02/2022 05:,20.9075
19/02/2022 06:,20.845
19/02/2022 07:,20.8375
19/02/2022 08:,20.84
19/02/2022 09:,20.8475
19/02/2022 10:,20.9325
19/02/2022 11:,21.05
19/02/2022 12:,21.155
19/02/2022 13:,21.21
19/02/2022 14:,21.295
19/02/2022 15:,21.32
19/02/2022 16:,21.3125
19/02/2022 17:,21.2275
19/02/2022 18:,21.2
19/02/2022 19:,21.1325
19/02/2022 20:,21.0875
19/02/2022 21:,21.08
19/02/2022 22:,21.08
19/02/2022 23:,21.0725
20/02/2022 00:,20.9875
20/02/2022 01:,20.96
20/02/2022 02:,20.96
20/02/2022 03:,20.96
20/02/2022 04:,20.945
20/02/2022 05:,20.895
20/02/2022 06:,20.85
20/02/2022 07:,20.84
20/02/2022 08:,20.84
20/02/2022 09:,20.87
20/02/2022 10:,20.985
20/02/2022 11:,21.125
20/02/2022 12:,21.28
20/02/2022 13:,21.5075
20/02/2022 14:,21.615
20/02/2022 15:,21.6675
20/02/2022 16:,21.605
20/02/2022 17:,21.49
20/02/2022 18:,21.355
20/02/2022 19:,21.2375
20/02/2022 20:,21.18
20/02/2022 21:,21.1025
20/02/2022 22:,21.005
20/02/2022 23:,20.965
21/02/2022 00:,20.87
21/02/2022 01:,20.84
21/02/2022 02:,20.78
21/02/2022 03:,20.7375
21/02/2022 04:,20.73
21/02/2022 05:,20.7225
21/02/2022 06:,20.72
21/02/2022 07:,20.645
21/02/2022 08:,20.695
21/02/2022 09:,20.7125
21/02/2022 10:,20.845
21/02/2022 11:,20.9425
21/02/2022 12:,21.14
21/02/2022 13:,21.3725
21/02/2022 14:,21.5275
21/02/2022 15:,21.5642857142857
21/02/2022 16:,21.57
21/02/2022 17:,21.44
21/02/2022 18:,21.2
21/02/2022 19:,20.96
21/02/2022 20:,20.71
21/02/2022 21:,20.61
21/02/2022 22:,20.6
21/02/2022 23:,20.59
22/02/2022 00:,20.49
22/02/2022 01:,20.47
22/02/2022 02:,20.36
22/02/2022 03:,20.35
22/02/2022 04:,20.23
22/02/2022 05:,20.23
22/02/2022 06:,20.16
22/02/2022 07:,20.11
22/02/2022 08:,20.1
22/02/2022 09:,20.11
22/02/2022 10:,20.34
22/02/2022 11:,20.59
22/02/2022 12:,20.82
22/02/2022 13:,20.972
22/02/2022 14:,21.124
22/02/2022 15:,21.14
22/02/2022 16:,21.075
22/02/2022 17:,21.005
22/02/2022 18:,20.89
22/02/2022 19:,20.78
22/02/2022 20:,20.715
22/02/2022 21:,20.655
22/02/2022 22:,20.545
22/02/2022 23:,20.48
23/02/2022 00:,20.415
23/02/2022 01:,20.355
23/02/2022 02:,20.34
23/02/2022 03:,20.28
23/02/2022 04:,20.23
23/02/2022 05:,20.18
23/02/2022 06:,20.12
23/02/2022 07:,20.105
23/02/2022 08:,20.13
23/02/2022 09:,20.255
23/02/2022 10:,20.47
23/02/2022 11:,20.715
23/02/2022 12:,20.96
23/02/2022 13:,21.16
23/02/2022 14:,21.33
23/02/2022 15:,21.43
23/02/2022 16:,21.385
23/02/2022 17:,21.27
23/02/2022 18:,21.16
23/02/2022 19:,21.09
23/02/2022 20:,21.015
23/02/2022 21:,20.915
23/02/2022 22:,20.85
23/02/2022 23:,20.775
24/02/2022 00:,20.715
24/02/2022 01:,20.65
24/02/2022 02:,20.585
24/02/2022 03:,20.53
24/02/2022 04:,20.475
24/02/2022 05:,20.42
24/02/2022 06:,20.36
24/02/2022 07:,20.35
24/02/2022 08:,20.41
24/02/2022 09:,20.53
24/02/2022 10:,20.705
24/02/2022 11:,20.89
24/02/2022 12:,21.085
24/02/2022 13:,21.33
24/02/2022 14:,21.51
24/02/2022 15:,21.625
24/02/2022 16:,21.625
24/02/2022 17:,21.505
24/02/2022 18:,21.38
24/02/2022 19:,21.26
24/02/2022 20:,21.14
24/02/2022 21:,21.02
24/02/2022 22:,20.91
24/02/2022 23:,20.845
25/02/2022 00:,20.81
25/02/2022 01:,20.755
25/02/2022 02:,20.72
25/02/2022 03:,20.66
25/02/2022 04:,20.595
25/02/2022 05:,20.59
25/02/2022 06:,20.59
25/02/2022 07:,20.585
25/02/2022 08:,20.59
25/02/2022 09:,20.66
25/02/2022 10:,20.78
25/02/2022 11:,21.02
25/02/2022 12:,21.32
25/02/2022 13:,21.535
25/02/2022 14:,21.66
25/02/2022 15:,21.69
25/02/2022 16:,21.63
25/02/2022 17:,21.51
25/02/2022 18:,21.39
25/02/2022 19:,21.32
25/02/2022 20:,21.255
25/02/2022 21:,21.14
25/02/2022 22:,21.02
25/02/2022 23:,20.915
26/02/2022 00:,20.855
26/02/2022 01:,20.835
26/02/2022 02:,20.77
26/02/2022 03:,20.63
26/02/2022 04:,20.48
26/02/2022 05:,20.355
26/02/2022 06:,20.265
26/02/2022 07:,20.185
26/02/2022 08:,20.125
26/02/2022 09:,20.11
26/02/2022 10:,20.105
26/02/2022 11:,20.105
26/02/2022 12:,20.115
26/02/2022 13:,20.175
26/02/2022 14:,20.235
26/02/2022 15:,20.235
26/02/2022 16:,20.185
26/02/2022 17:,20.0777777777778
26/02/2022 18:,19.9533333333333
26/02/2022 19:,19.86
26/02/2022 20:,19.86
26/02/2022 21:,19.86
26/02/2022 22:,19.86
26/02/2022 23:,19.86
27/02/2022 00:,19.86
27/02/2022 01:,19.8625
27/02/2022 02:,19.87
27/02/2022 03:,19.8675
27/02/2022 04:,19.83
27/02/2022 05:,19.74
27/02/2022 06:,19.7275
27/02/2022 07:,19.6925
27/02/2022 08:,19.71
27/02/2022 09:,19.775
27/02/2022 10:,19.9075
27/02/2022 11:,20.05
27/02/2022 12:,20.26
27/02/2022 13:,20.3825
27/02/2022 14:,20.4775
27/02/2022 15:,20.47
27/02/2022 16:,20.4675
27/02/2022 17:,20.4325
27/02/2022 18:,20.32
27/02/2022 19:,20.23
27/02/2022 20:,20.23
27/02/2022 21:,20.2225
27/02/2022 22:,20.18
27/02/2022 23:,20.12
28/02/2022 00:,20.12
28/02/2022 01:,20.1175
28/02/2022 02:,20.11
28/02/2022 03:,20.11
28/02/2022 04:,20.11
28/02/2022 05:,20.08
28/02/2022 06:,19.99
28/02/2022 07:,20.0125
28/02/2022 08:,20.0875
28/02/2022 09:,20.1425
28/02/2022 10:,20.325
28/02/2022 11:,20.6425
28/02/2022 12:,20.8925
28/02/2022 13:,21.1375
28/02/2022 14:,21.3425
28/02/2022 15:,21.44
28/02/2022 16:,21.41
28/02/2022 17:,21.2675
28/02/2022 18:,21.075
28/02/2022 19:,20.9425
28/02/2022 20:,20.825
28/02/2022 21:,20.685
28/02/2022 22:,20.5225
28/02/2022 23:,20.32
01/03/2022 00:,20.2275
01/03/2022 01:,20.1925
01/03/2022 02:,20.08
01/03/2022 03:,19.985
01/03/2022 04:,19.9725
01/03/2022 05:,19.9625
01/03/2022 06:,19.8975
01/03/2022 07:,19.8575
01/03/2022 08:,19.855
01/03/2022 09:,19.9
01/03/2022 10:,20.0225
01/03/2022 11:,20.2075
01/03/2022 12:,20.505
01/03/2022 13:,20.6675
01/03/2022 14:,20.87
01/03/2022 15:,20.96
01/03/2022 16:,20.9325
01/03/2022 17:,20.8175
01/03/2022 18:,20.69
01/03/2022 19:,20.5725
01/03/2022 20:,20.485
01/03/2022 21:,20.44
01/03/2022 22:,20.3325
01/03/2022 23:,20.2675
02/03/2022 00:,20.2275
02/03/2022 01:,20.2
02/03/2022 02:,20.1325
02/03/2022 03:,20.11
02/03/2022 04:,20.1075
02/03/2022 05:,20.0775
02/03/2022 06:,20.005
02/03/2022 07:,19.99
02/03/2022 08:,20.02
02/03/2022 09:,20.145
02/03/2022 10:,20.3075
02/03/2022 11:,20.54
02/03/2022 12:,20.7775
02/03/2022 13:,20.9825
02/03/2022 14:,21.11
02/03/2022 15:,21.2
02/03/2022 16:,21.17
02/03/2022 17:,21.035
02/03/2022 18:,20.8775
02/03/2022 19:,20.7875
02/03/2022 20:,20.69
02/03/2022 21:,20.5975
02/03/2022 22:,20.56
02/03/2022 23:,20.4675
03/03/2022 00:,20.4375
03/03/2022 01:,20.365
03/03/2022 02:,20.35
03/03/2022 03:,20.3275
03/03/2022 04:,20.2525
03/03/2022 05:,20.23
03/03/2022 06:,20.21
03/03/2022 07:,20.145
03/03/2022 08:,20.155
03/03/2022 09:,20.29
03/03/2022 10:,20.5075
03/03/2022 11:,20.6725
03/03/2022 12:,20.8625
03/03/2022 13:,20.9925
03/03/2022 14:,21.115
03/03/2022 15:,21.1925
03/03/2022 16:,21.1825
03/03/2022 17:,21.1175
03/03/2022 18:,21.05
03/03/2022 19:,20.9275
03/03/2022 20:,20.8025
03/03/2022 21:,20.69
03/03/2022 22:,20.5975
03/03/2022 23:,20.56
04/03/2022 00:,20.4475
04/03/2022 01:,20.3725
04/03/2022 02:,20.3475
04/03/2022 03:,20.315
04/03/2022 04:,20.2375
04/03/2022 05:,20.23
04/03/2022 06:,20.205
04/03/2022 07:,20.155
04/03/2022 08:,20.23
04/03/2022 09:,20.2625
04/03/2022 10:,20.3875
04/03/2022 11:,20.5025
04/03/2022 12:,20.625
04/03/2022 13:,20.7025
04/03/2022 14:,20.71
04/03/2022 15:,20.7125
04/03/2022 16:,20.7175
04/03/2022 17:,20.71
04/03/2022 18:,20.6825
04/03/2022 19:,20.57
04/03/2022 20:,20.465
04/03/2022 21:,20.4025
04/03/2022 22:,20.3325
04/03/2022 23:,20.2675
05/03/2022 00:,20.2
05/03/2022 01:,20.11
05/03/2022 02:,20.1075
05/03/2022 03:,20.0725
05/03/2022 04:,19.99
05/03/2022 05:,19.9625
05/03/2022 06:,19.8725
05/03/2022 07:,19.825
05/03/2022 08:,19.75
05/03/2022 09:,19.7775
05/03/2022 10:,19.9225
05/03/2022 11:,20.1675
05/03/2022 12:,20.375
05/03/2022 13:,20.5375
05/03/2022 14:,20.7425
05/03/2022 15:,20.8375
05/03/2022 16:,20.8
05/03/2022 17:,20.66
05/03/2022 18:,20.495
05/03/2022 19:,20.425
05/03/2022 20:,20.32
05/03/2022 21:,20.2125
05/03/2022 22:,20.1475
05/03/2022 23:,20.0875
06/03/2022 00:,20.0125
06/03/2022 01:,19.99
06/03/2022 02:,19.99
06/03/2022 03:,19.9575
06/03/2022 04:,19.8625
06/03/2022 05:,19.86
06/03/2022 06:,19.81
06/03/2022 07:,19.755
06/03/2022 08:,19.7925
06/03/2022 09:,19.895
06/03/2022 10:,20.0625
06/03/2022 11:,20.335
06/03/2022 12:,20.65
06/03/2022 13:,20.8625
06/03/2022 14:,20.975
06/03/2022 15:,21.005
06/03/2022 16:,20.9575
06/03/2022 17:,20.9175
06/03/2022 18:,20.7675
06/03/2022 19:,20.58
06/03/2022 20:,20.4625
06/03/2022 21:,20.37
06/03/2022 22:,20.3125
06/03/2022 23:,20.22
07/03/2022 00:,20.17
07/03/2022 01:,20.11
07/03/2022 02:,20.11
07/03/2022 03:,20.0825
07/03/2022 04:,19.9975
07/03/2022 05:,19.9875
07/03/2022 06:,19.9825
07/03/2022 07:,19.9875
07/03/2022 08:,19.985
07/03/2022 09:,20.0575
07/03/2022 10:,20.29
07/03/2022 11:,20.5375
07/03/2022 12:,20.8
07/03/2022 13:,20.975
07/03/2022 14:,20.96
07/03/2022 15:,20.96
07/03/2022 16:,20.93
07/03/2022 17:,20.81
07/03/2022 18:,20.69
07/03/2022 19:,20.5675
07/03/2022 20:,20.4425
07/03/2022 21:,20.3325
07/03/2022 22:,20.24
07/03/2022 23:,20.185
08/03/2022 00:,20.0825
08/03/2022 01:,19.9975
08/03/2022 02:,19.99
08/03/2022 03:,19.9725
08/03/2022 04:,19.93
08/03/2022 05:,19.955
08/03/2022 06:,19.9225
08/03/2022 07:,19.87
08/03/2022 08:,19.8975
08/03/2022 09:,20.0125
08/03/2022 10:,20.17
08/03/2022 11:,20.4125
08/03/2022 12:,20.6575
08/03/2022 13:,20.8725
08/03/2022 14:,21.0225
08/03/2022 15:,21.0875
08/03/2022 16:,21.05
08/03/2022 17:,20.9225
08/03/2022 18:,20.7525
08/03/2022 19:,20.5225
08/03/2022 20:,20.32
08/03/2022 21:,20.23
08/03/2022 22:,20.2
08/03/2022 23:,20.0825
09/03/2022 00:,19.98
09/03/2022 01:,19.9075
09/03/2022 02:,19.87
09/03/2022 03:,19.8675
09/03/2022 04:,19.86
09/03/2022 05:,19.8575
09/03/2022 06:,19.8525
09/03/2022 07:,19.86
09/03/2022 08:,19.8925
09/03/2022 09:,20.05
09/03/2022 10:,20.2875
09/03/2022 11:,20.5275
09/03/2022 12:,20.81
09/03/2022 13:,21.0875
09/03/2022 14:,21.23
09/03/2022 15:,21.32
09/03/2022 16:,21.29
09/03/2022 17:,21.15
09/03/2022 18:,20.96
09/03/2022 19:,20.8375
09/03/2022 20:,20.8025
09/03/2022 21:,20.6875
09/03/2022 22:,20.59
09/03/2022 23:,20.56
10/03/2022 00:,20.445
10/03/2022 01:,20.365
10/03/2022 02:,20.32
10/03/2022 03:,20.23
10/03/2022 04:,20.2
10/03/2022 05:,20.11
10/03/2022 06:,20.1
10/03/2022 07:,20.075
10/03/2022 08:,20.0975
10/03/2022 09:,20.1775
10/03/2022 10:,20.4125
10/03/2022 11:,20.69
10/03/2022 12:,21.02
10/03/2022 13:,21.24
10/03/2022 14:,21.41
10/03/2022 15:,21.56
10/03/2022 16:,21.53
10/03/2022 17:,21.3825
10/03/2022 18:,21.1775
10/03/2022 19:,21.0525
10/03/2022 20:,20.965
10/03/2022 21:,20.9225
10/03/2022 22:,20.81
10/03/2022 23:,20.72
11/03/2022 00:,20.6875
11/03/2022 01:,20.5625
11/03/2022 02:,20.4775
11/03/2022 03:,20.4425
11/03/2022 04:,20.3575
11/03/2022 05:,20.33
11/03/2022 06:,20.26
11/03/2022 07:,20.2325
11/03/2022 08:,20.2675
11/03/2022 09:,20.3625
11/03/2022 10:,20.475
11/03/2022 11:,20.765
11/03/2022 12:,20.995
11/03/2022 13:,21.155
11/03/2022 14:,21.35
11/03/2022 15:,21.4125
11/03/2022 16:,21.33
11/03/2022 17:,21.295
11/03/2022 18:,21.1325
11/03/2022 19:,20.93
11/03/2022 20:,20.83
11/03/2022 21:,20.78
11/03/2022 22:,20.7175
11/03/2022 23:,20.7
12/03/2022 00:,20.6525
12/03/2022 01:,20.5975
12/03/2022 02:,20.59
12/03/2022 03:,20.59
12/03/2022 04:,20.56
12/03/2022 05:,20.4425
12/03/2022 06:,20.3575
12/03/2022 07:,20.35
12/03/2022 08:,20.3525
12/03/2022 09:,20.4175
12/03/2022 10:,20.6225
12/03/2022 11:,20.7725
12/03/2022 12:,20.9975
12/03/2022 13:,21.23
12/03/2022 14:,21.35
12/03/2022 15:,21.4125
12/03/2022 16:,21.2975
12/03/2022 17:,21.17
12/03/2022 18:,21.05
12/03/2022 19:,20.93
12/03/2022 20:,20.8125
12/03/2022 21:,20.725
12/03/2022 22:,20.6825
12/03/2022 23:,20.585
13/03/2022 00:,20.5225
13/03/2022 01:,20.47
13/03/2022 02:,20.4525
13/03/2022 03:,20.3875
13/03/2022 04:,20.3225
13/03/2022 05:,20.2325
13/03/2022 06:,20.185
13/03/2022 07:,20.11
13/03/2022 08:,20.14
13/03/2022 09:,20.29
13/03/2022 10:,20.5075
13/03/2022 11:,20.7
13/03/2022 12:,21.035
13/03/2022 13:,21.3525
13/03/2022 14:,21.4775
13/03/2022 15:,21.565
13/03/2022 16:,21.5625
13/03/2022 17:,21.4625
13/03/2022 18:,21.26
13/03/2022 19:,21.05
13/03/2022 20:,20.9325
13/03/2022 21:,20.845
13/03/2022 22:,20.8025
13/03/2022 23:,20.6925
14/03/2022 00:,20.6075
14/03/2022 01:,20.6
14/03/2022 02:,20.57
14/03/2022 03:,20.4775
14/03/2022 04:,20.47
14/03/2022 05:,20.4525
14/03/2022 06:,20.39
14/03/2022 07:,20.3625
14/03/2022 08:,20.395
14/03/2022 09:,20.505
14/03/2022 10:,20.6675
14/03/2022 11:,20.9075
14/03/2022 12:,21.195
14/03/2022 13:,21.51
14/03/2022 14:,21.7175
14/03/2022 15:,21.8
14/03/2022 16:,21.77
14/03/2022 17:,21.65
14/03/2022 18:,21.5025
14/03/2022 19:,21.2975
14/03/2022 20:,21.17
14/03/2022 21:,21.05
14/03/2022 22:,20.935
14/03/2022 23:,20.855
15/03/2022 00:,20.8125
15/03/2022 01:,20.7275
15/03/2022 02:,20.7
15/03/2022 03:,20.6275
15/03/2022 04:,20.595
15/03/2022 05:,20.6075
15/03/2022 06:,20.5975
15/03/2022 07:,20.59
15/03/2022 08:,20.5925
15/03/2022 09:,20.6275
15/03/2022 10:,20.7425
15/03/2022 11:,20.8725
15/03/2022 12:,21.0275
15/03/2022 13:,21.26
15/03/2022 14:,21.47
15/03/2022 15:,21.5375
15/03/2022 16:,21.4625
15/03/2022 17:,21.41
15/03/2022 18:,21.305
15/03/2022 19:,21.245
15/03/2022 20:,21.17
15/03/2022 21:,21.065
15/03/2022 22:,21.005
15/03/2022 23:,20.935
16/03/2022 00:,20.8325
16/03/2022 01:,20.74
16/03/2022 02:,20.6825
16/03/2022 03:,20.6
16/03/2022 04:,20.5975
16/03/2022 05:,20.59
16/03/2022 06:,20.59
16/03/2022 07:,20.59
16/03/2022 08:,20.59
16/03/2022 09:,20.6225
16/03/2022 10:,20.7775
16/03/2022 11:,21.0214285714286
16/03/2022 12:,21.3071428571429
16/03/2022 13:,21.505
16/03/2022 14:,21.595
16/03/2022 15:,21.6
16/03/2022 16:,21.565
16/03/2022 17:,21.5
16/03/2022 18:,21.385
16/03/2022 19:,21.295
16/03/2022 20:,21.23
16/03/2022 21:,21.14
16/03/2022 22:,21.065
16/03/2022 23:,21.005
17/03/2022 00:,20.95
17/03/2022 01:,20.89
17/03/2022 02:,20.84
17/03/2022 03:,20.805
17/03/2022 04:,20.745
17/03/2022 05:,20.6875
17/03/2022 06:,20.6225
17/03/2022 07:,20.595
17/03/2022 08:,20.66
17/03/2022 09:,20.78
17/03/2022 10:,20.9
17/03/2022 11:,21.075
17/03/2022 12:,21.255
17/03/2022 13:,21.325
17/03/2022 14:,21.385
17/03/2022 15:,21.455
17/03/2022 16:,21.515
17/03/2022 17:,21.5
17/03/2022 18:,21.4
17/03/2022 19:,21.34
17/03/2022 20:,21.26
17/03/2022 21:,21.2
17/03/2022 22:,21.14
17/03/2022 23:,21.08
18/03/2022 00:,21.02
18/03/2022 01:,20.96
18/03/2022 02:,20.915
18/03/2022 03:,20.85
18/03/2022 04:,20.795
18/03/2022 05:,20.74
18/03/2022 06:,20.72
18/03/2022 07:,20.72
18/03/2022 08:,20.72
18/03/2022 09:,20.72
18/03/2022 10:,20.78
18/03/2022 11:,20.895
18/03/2022 12:,20.955
18/03/2022 13:,21.02
18/03/2022 14:,21.08
18/03/2022 15:,21.08
18/03/2022 16:,21.02
18/03/2022 17:,20.96
18/03/2022 18:,20.885
18/03/2022 19:,20.76
18/03/2022 20:,20.655
18/03/2022 21:,20.54
18/03/2022 22:,20.455
18/03/2022 23:,20.39
19/03/2022 00:,20.345
19/03/2022 01:,20.29
19/03/2022 02:,20.235
19/03/2022 03:,20.18
19/03/2022 04:,20.12
19/03/2022 05:,20.105
19/03/2022 06:,20.105
19/03/2022 07:,20.11
19/03/2022 08:,20.11
19/03/2022 09:,20.125
19/03/2022 10:,20.185
19/03/2022 11:,20.32
19/03/2022 12:,20.5
19/03/2022 13:,20.655
19/03/2022 14:,20.78
19/03/2022 15:,20.9
19/03/2022 16:,20.96
19/03/2022 17:,20.96
19/03/2022 18:,20.955
19/03/2022 19:,20.895
19/03/2022 20:,20.84
19/03/2022 21:,20.84
19/03/2022 22:,20.84
19/03/2022 23:,20.835
20/03/2022 00:,20.775
20/03/2022 01:,20.72
20/03/2022 02:,20.685
20/03/2022 03:,20.625
20/03/2022 04:,20.6
20/03/2022 05:,20.6
20/03/2022 06:,20.595
20/03/2022 07:,20.59
20/03/2022 08:,20.595
20/03/2022 09:,20.715
20/03/2022 10:,20.895
20/03/2022 11:,21.08
20/03/2022 12:,21.32
20/03/2022 13:,21.56
20/03/2022 14:,21.74
20/03/2022 15:,21.8
20/03/2022 16:,21.735
20/03/2022 17:,21.555
20/03/2022 18:,21.37
20/03/2022 19:,21.205
20/03/2022 20:,21.04
20/03/2022 21:,20.91
20/03/2022 22:,20.815
20/03/2022 23:,20.705
21/03/2022 00:,20.555
21/03/2022 01:,20.475
21/03/2022 02:,20.41
21/03/2022 03:,20.29
21/03/2022 04:,20.17
21/03/2022 05:,20.1
21/03/2022 06:,20.045
21/03/2022 07:,19.995
21/03/2022 08:,20.05
21/03/2022 09:,20.23
21/03/2022 10:,20.47
21/03/2022 11:,20.775
21/03/2022 12:,21.08
21/03/2022 13:,21.32
21/03/2022 14:,21.5
21/03/2022 15:,21.565
21/03/2022 16:,21.4775
21/03/2022 17:,21.2925
21/03/2022 18:,21.08
21/03/2022 19:,20.9
21/03/2022 20:,20.78
21/03/2022 21:,20.705
21/03/2022 22:,20.64
21/03/2022 23:,20.53
22/03/2022 00:,20.41
22/03/2022 01:,20.29
22/03/2022 02:,20.17
22/03/2022 03:,20.05
22/03/2022 04:,19.93
22/03/2022 05:,19.87
22/03/2022 06:,19.87
22/03/2022 07:,19.865
22/03/2022 08:,19.925
22/03/2022 09:,20.11
22/03/2022 10:,20.355
22/03/2022 11:,20.655
22/03/2022 12:,20.98
22/03/2022 13:,21.225
22/03/2022 14:,21.435
22/03/2022 15:,21.56
22/03/2022 16:,21.505
22/03/2022 17:,21.375
22/03/2022 18:,21.195
22/03/2022 19:,21.015
22/03/2022 20:,20.895
22/03/2022 21:,20.775
22/03/2022 22:,20.65
22/03/2022 23:,20.555
23/03/2022 00:,20.495
23/03/2022 01:,20.41
23/03/2022 02:,20.35
23/03/2022 03:,20.29
23/03/2022 04:,20.23
23/03/2022 05:,20.17
23/03/2022 06:,20.11
23/03/2022 07:,20.11
23/03/2022 08:,20.17
23/03/2022 09:,20.35
23/03/2022 10:,20.595
23/03/2022 11:,20.9
23/03/2022 12:,21.215
23/03/2022 13:,21.465
23/03/2022 14:,21.69
23/03/2022 15:,21.805
23/03/2022 16:,21.8
23/03/2022 17:,21.675
23/03/2022 18:,21.44
23/03/2022 19:,21.26
23/03/2022 20:,21.14
23/03/2022 21:,21.02
23/03/2022 22:,20.9
23/03/2022 23:,20.78
24/03/2022 00:,20.655
24/03/2022 01:,20.59
24/03/2022 02:,20.53
24/03/2022 03:,20.415
24/03/2022 04:,20.355
24/03/2022 05:,20.3
24/03/2022 06:,20.24
24/03/2022 07:,20.235
24/03/2022 08:,20.355
24/03/2022 09:,20.47
24/03/2022 10:,19.005
24/03/2022 11:,18.605
24/03/2022 12:,20.735
24/03/2022 13:,21.865
24/03/2022 14:,21.99
24/03/2022 15:,22.055
24/03/2022 16:,22.03
24/03/2022 17:,21.905
24/03/2022 18:,21.675
24/03/2022 19:,21.43
24/03/2022 20:,21.2
24/03/2022 21:,21.02
24/03/2022 22:,20.9
24/03/2022 23:,20.78
25/03/2022 00:,20.66
25/03/2022 01:,20.545
25/03/2022 02:,20.48
25/03/2022 03:,20.41
25/03/2022 04:,20.35
25/03/2022 05:,20.3
25/03/2022 06:,20.24
25/03/2022 07:,20.27
25/03/2022 08:,20.39
25/03/2022 09:,20.595
